tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
present,naturalistic,12,nat_18190,nature,plural,dependent,The deserts that cover a third of the earth are very hot,nat_18190.wav
present,naturalistic,9,nat_18845,housing,plural,simple,The couple is buying new furniture for their home,nat_18845.wav
present,naturalistic,12,nat_12098,work,plural,independent,Are managers looking for people who can work well in teams yet?,nat_12098.wav
present,naturalistic,9,nat_01866,weather,plural,independent,The days are long where the sun rises early,nat_01866.wav
present,naturalistic,6,nat_01704,food,singular,simple,Does it smell good to you?,nat_01704.wav
past,naturalistic,11,nat_04688,food,plural,dependent,Did the people who ate at the restaurant enjoy their meals?,nat_04688.wav
future,naturalistic,9,nat_00828,science,singular,preposition,The algorithm used now will not be effective later,nat_00828.wav
future,naturalistic,9,nat_08527,emotion,plural,dependent,The students taking the exam will be nervous tomorrow,nat_08527.wav
past,naturalistic,8,nat_01092,art,plural,dependent,Were the instruments that they played in tune?,nat_01092.wav
future,naturalistic,9,nat_18044,science,singular,simple,The doctor will use advanced technology to diagnose patients,nat_18044.wav
past,naturalistic,9,nat_16520,emotion,singular,dependent,The thing that scared me was the dark room,nat_16520.wav
past,naturalistic,10,nat_02279,relationship,singular,dependent,She was the one who took care of her sister,nat_02279.wav
past,naturalistic,10,nat_15871,health,plural,preposition,The kids in my neighborhood did not eat healthy food,nat_15871.wav
past,naturalistic,8,nat_01443,basic,singular,dependent,Did he find the book that he lost?,nat_01443.wav
past,naturalistic,9,nat_13052,basic,singular,independent,He was tired so he went to bed early,nat_13052.wav
past,naturalistic,9,nat_05701,basic,plural,independent,The kids were playing outside while we were talking,nat_05701.wav
past,naturalistic,8,nat_07569,transport,singular,preposition,The bus from the city was almost empty,nat_07569.wav
present,naturalistic,5,nat_00484,basic,singular,simple,Do you need my help?,nat_00484.wav
future,naturalistic,10,nat_16175,food,plural,preposition,Will the children at the daycare have fruit for snacks?,nat_16175.wav
past,naturalistic,10,nat_06729,work,plural,preposition,Did the teachers not give them enough homework last night?,nat_06729.wav
present,naturalistic,7,nat_17611,housing,singular,simple,Doesn't the house have a garage door?,nat_17611.wav
present,naturalistic,10,nat_07434,housing,plural,preposition,Are the houses across the street from you very old?,nat_07434.wav
past,naturalistic,6,nat_17757,basic,singular,preposition,Hadn't he eaten at the table?,nat_17757.wav
present,naturalistic,9,nat_05468,humanity,plural,independent,They don't read books but watch movies every night,nat_05468.wav
past,naturalistic,12,nat_02724,art,singular,independent,She painted a beautiful landscape but sold it for a low price,nat_02724.wav
future,naturalistic,10,nat_08966,food,singular,dependent,Is the salad that I prepared going to be enough?,nat_08966.wav
present,naturalistic,10,nat_07917,relationship,plural,dependent,The boys in the park are not playing with us,nat_07917.wav
present,naturalistic,8,nat_16655,food,singular,independent,Does he not like cake yet love cookies?,nat_16655.wav
past,naturalistic,10,nat_19568,humanity,plural,dependent,The actors who performed in that play were talented artists,nat_19568.wav
future,naturalistic,8,nat_16904,relationship,plural,simple,Our children will love their new baby sister,nat_16904.wav
past,naturalistic,10,nat_19162,shopping,plural,independent,Were the shoppers happy when they found what they wanted?,nat_19162.wav
future,naturalistic,7,nat_14396,emotion,singular,simple,Will they not make her feel sad?,nat_14396.wav
present,naturalistic,8,nat_14216,food,singular,independent,Does she not cook because she is lazy?,nat_14216.wav
future,naturalistic,9,nat_06983,health,plural,preposition,Are the students under pressure going to manage stress?,nat_06983.wav
past,naturalistic,11,nat_14254,food,singular,independent,Did she not eat lunch because she was on a diet?,nat_14254.wav
future,naturalistic,9,nat_07606,housing,singular,preposition,The kitchen in my apartment will be renovated soon,nat_07606.wav
past,naturalistic,8,nat_13942,nature,singular,simple,Did the fish swim quickly in the river?,nat_13942.wav
future,naturalistic,13,nat_00503,basic,plural,independent,The kids will not go to bed early nor will they sleep late,nat_00503.wav
past,naturalistic,7,nat_04745,shopping,plural,simple,Those items were not available in stores,nat_04745.wav
present,naturalistic,8,nat_17713,work,singular,preposition,The job of a teacher is very hard,nat_17713.wav
future,naturalistic,11,nat_02312,relationship,plural,dependent,Will the guys that my sister will introduce be single men?,nat_02312.wav
past,naturalistic,11,nat_07732,art,singular,dependent,He used to play the guitar every day after school ended,nat_07732.wav
past,naturalistic,9,nat_05508,shopping,singular,simple,Did it take long to find a parking spot?,nat_05508.wav
future,naturalistic,11,nat_06583,nature,singular,dependent,Does the animal living in the forest not hibernate in winter?,nat_06583.wav
past,naturalistic,11,nat_16260,sport,plural,dependent,We used to play soccer every weekend when we were kids,nat_16260.wav
present,naturalistic,11,nat_05864,housing,singular,independent,Why does she want to change the interior design so often?,nat_05864.wav
present,naturalistic,8,nat_04724,basic,singular,preposition,The picture on the wall is very old,nat_04724.wav
future,naturalistic,12,nat_08658,health,plural,preposition,The people around me will not be aware of their bad habits,nat_08658.wav
present,naturalistic,8,nat_17947,emotion,plural,preposition,The emotions of young children are so fragile,nat_17947.wav
past,naturalistic,9,nat_16737,housing,plural,preposition,The flowers in our garden were blooming beautifully then,nat_16737.wav
future,naturalistic,9,nat_13573,work,plural,simple,Are the graduates going to start their own business?,nat_13573.wav
future,naturalistic,9,nat_14685,food,singular,preposition,Is the food on the table not for her?,nat_14685.wav
present,naturalistic,8,nat_01705,emotion,plural,simple,The boys are fighting because of a disagreement,nat_01705.wav
present,naturalistic,6,nat_12190,housing,singular,simple,Do you have a garden shed?,nat_12190.wav
present,naturalistic,11,nat_09887,health,plural,independent,Many kids have allergies where they break out in hives easily,nat_09887.wav
present,naturalistic,8,nat_03125,emotion,plural,preposition,Do the neighbors across the street look friendly?,nat_03125.wav
present,naturalistic,10,nat_03070,health,singular,independent,His sister is not hungry nor is she thirsty now,nat_03070.wav
future,naturalistic,10,nat_17917,emotion,singular,dependent,My sister will be angry if I eat her dessert,nat_17917.wav
past,naturalistic,7,nat_13344,sport,plural,simple,Were the teams evenly matched in skill?,nat_13344.wav
present,naturalistic,6,nat_14086,art,singular,simple,The writer is not very experienced,nat_14086.wav
past,naturalistic,11,nat_17253,art,singular,dependent,Had the photographer taken many pictures before getting the perfect shot?,nat_17253.wav
future,naturalistic,10,nat_14862,transport,singular,simple,She will drive her car to the beach next week,nat_14862.wav
past,naturalistic,7,nat_05647,art,singular,simple,Was the handmade craft unique and valuable?,nat_05647.wav
present,naturalistic,6,nat_16530,health,singular,simple,Doesn't his injury still hurt him?,nat_16530.wav
present,naturalistic,11,nat_17471,sport,singular,dependent,Is the football player who scored a goal very happy now?,nat_17471.wav
past,naturalistic,9,nat_15910,relationship,singular,independent,Did she have fun when her cousins came over?,nat_15910.wav
present,naturalistic,6,nat_06501,transport,plural,simple,Most trains are not on time,nat_06501.wav
future,naturalistic,8,nat_11193,basic,plural,simple,Are your friends going to eat with us?,nat_11193.wav
future,naturalistic,10,nat_00115,shopping,singular,preposition,Can I get a refund for this broken product here?,nat_00115.wav
future,naturalistic,8,nat_17954,art,plural,simple,Art students will study the works of masters,nat_17954.wav
past,naturalistic,9,nat_03274,art,singular,dependent,Wasn't the sculpture he created last year very impressive?,nat_03274.wav
present,naturalistic,8,nat_09710,weather,singular,preposition,The frost is forming on the windowpane tonight,nat_09710.wav
present,naturalistic,9,nat_05805,sport,singular,independent,I exercise daily but my brother does it weekly,nat_05805.wav
present,naturalistic,8,nat_10791,sport,plural,independent,The runners don't stop when they are tired,nat_10791.wav
future,naturalistic,10,nat_12082,sport,singular,preposition,The boxer with the red gloves will win the fight,nat_12082.wav
present,naturalistic,8,nat_07708,shopping,plural,simple,The employees are very helpful in this store,nat_07708.wav
present,naturalistic,10,nat_14935,humanity,singular,dependent,Is the painting that I saw yesterday not for sale?,nat_14935.wav
present,naturalistic,10,nat_11693,emotion,singular,independent,Does he get frustrated when his internet connection is slow?,nat_11693.wav
past,naturalistic,9,nat_07895,emotion,singular,independent,Was she surprised yet happy with the birthday party?,nat_07895.wav
present,naturalistic,9,nat_16700,sport,plural,dependent,The girls playing soccer are very skilled athletes now,nat_16700.wav
past,naturalistic,6,nat_06223,basic,singular,preposition,Wasn't the movie on TV boring?,nat_06223.wav
past,naturalistic,9,nat_09240,science,plural,preposition,Were the computers in the lab working properly yesterday?,nat_09240.wav
future,naturalistic,6,nat_19278,weather,singular,simple,It will be sunny tomorrow morning,nat_19278.wav
present,naturalistic,8,nat_19644,nature,singular,independent,A plant grows when it has enough water,nat_19644.wav
present,naturalistic,10,nat_16375,health,plural,preposition,The kids in my neighborhood do not eat healthy food,nat_16375.wav
present,naturalistic,9,nat_14793,basic,plural,dependent,Are the friends that we met yesterday joining us?,nat_14793.wav
past,naturalistic,9,nat_05863,weather,plural,preposition,Were the flowers in our garden damaged by frost?,nat_05863.wav
future,naturalistic,7,nat_05112,sport,plural,simple,Will the swimmers break the record tomorrow?,nat_05112.wav
future,naturalistic,8,nat_00341,work,singular,simple,The new policy will not affect her job,nat_00341.wav
future,naturalistic,9,nat_12114,housing,singular,preposition,Will she be able to clean the windows herself?,nat_12114.wav
past,naturalistic,8,nat_15660,transport,plural,simple,The traffic lights were not working properly then,nat_15660.wav
present,naturalistic,8,nat_09729,housing,singular,dependent,The door that I installed is not secure,nat_09729.wav
present,naturalistic,7,nat_05199,housing,plural,simple,Some houses do not have a backyard,nat_05199.wav
present,naturalistic,8,nat_04201,health,singular,simple,The athlete is recovering from a knee injury,nat_04201.wav
present,naturalistic,11,nat_01981,work,singular,independent,Is she going to university so she can get a degree?,nat_01981.wav
present,naturalistic,8,nat_05446,nature,plural,preposition,Do the animals of the forest live together?,nat_05446.wav
future,naturalistic,10,nat_13980,weather,singular,dependent,The forecast that I heard says it will be sunny,nat_13980.wav
